Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;Asset UUID;Vulnerability State;IP Address;FQDN;NetBios;OS;MAC Address;Plugin Family;CVSS Base Score;CVSS Temporal Score;CVSS Temporal Vector;CVSS Vector;CVSS3 Base Score;CVSS3 Temporal Score;CVSS3 Temporal Vector;CVSS3 Vector;System Type;Host Start;Host End;Vulnerability Priority Rating (VPR);First Found;Last Found;Host Scan Schedule ID;Host Scan ID;Indexed At;Last Authenticated Results Date;Last Unauthenticated Results Date;Tracked;Risk Factor;Severity;Original Severity;Modification;Plugin Family ID;Plugin Type;Plugin Version;Service;Plugin Modification Date;Plugin Publication Date;Checks for Malware;Exploit Available;Exploited by Malware;Exploited by Nessus;CANVAS;D2 Elliot;Metasploit;Core Exploits;ExploitHub;Default Account;Patch Available;In The News;Unsupported By Vendor;Last Fixed
320590;CVE-2026-8450;9.4;Critical;sensor_eng_video_03;TCP;0;Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS : HTTP-Daemon vulnerability (USN-8419-1);The remote Ubuntu host is missing a security update.;"The remote Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS host has a package installed that is affected by a vulnerability as referenced in the USN-8419-1 advisory.

    It was discovered that HTTP-Daemon incorrectly handled untrusted input under certain circumstances. A     remote attacker could possibly use this issue to execute arbitrary commands, create or overwrite arbitrary     files, or expose sensitive information.

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.";Update the affected libhttp-daemon-perl package.;https://ubuntu.com/security/notices/USN-8419-1;"
  - Installed package : libhttp-daemon-perl_6.13-1ubuntu0.1
  - Fixed package     : libhttp-daemon-perl_6.13-1ubuntu0.2

";314024ef-106c-4357-b7ec-1952225a9706;New;172.16.6.27;sensor_eng_video_03;;;"00:0C:29:04:D1:4E
00:0C:29:04:D1:58";Ubuntu Local Security Checks;9.4;7.0;E:U/RL:OF/RC:C;AV:N/AC:L/Au:N/C:C/I:C/A:N;9.1;7.9;E:U/RL:O/RC:C;AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N;;2026-06-30T12:05:06.446Z;2026-06-30T12:51:04.748Z;null;2026-06-30T12:51:04.748Z;2026-06-30T12:51:04.748Z;template-0c2425dc-4d01-692b-fb2d-013b4b25d2f8d993645e49014dcc;a1cca8b4-636d-41e7-8f71-d840bd0f434c;2026-06-30T12:55:20.720Z;2026-06-30T12:18:03Z;;true;High;4;4;NONE;14;local;1.1;;2026-06-11T00:00:00Z;2026-06-11T00:00:00Z;false;false;false;false;false;false;false;false;false;false;true;false;false;
316487;CVE-2026-5121;10.0;Critical;sensor_eng_video_01;TCP;0;Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS : libarchive vulnerabilities (USN-8292-1);The remote Ubuntu host is missing one or more security updates.;"The remote Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-8292-1 advisory.

    It was discovered that libarchive incorrectly handled certain RAR archives. An attacker could possibly use     this issue to cause an out-of-bounds read via a crafted RAR archive, leading to sensitive memory     disclosure. (CVE-2026-4424)

    It was discovered that libarchive incorrectly handled certain ISO files. An attacker could possibly use     this issue to cause incorrect memory allocation via a crafted ISO file, leading to a denial of service.
    (CVE-2026-4426)

    It was discovered that libarchive incorrectly handled block pointer allocation in zisofs on 32-bit     systems. An attacker could possibly use this issue to cause a heap buffer overflow via a crafted ISO9660     image, possibly leading to arbitrary code execution. (CVE-2026-5121)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";Update the affected packages.;https://ubuntu.com/security/notices/USN-8292-1;"
  - Installed package : libarchive13t64_3.7.2-2ubuntu0.6
  - Fixed package     : libarchive13t64_3.7.2-2ubuntu0.7

";e32bda0a-52a4-4513-98ed-b48eaedaf13c;Active;172.16.6.113;sensor_eng_video_01;;;52:54:00:54:A4:62;Ubuntu Local Security Checks;10.0;7.4;E:U/RL:OF/RC:C;AV:N/AC:L/Au:N/C:C/I:C/A:C;9.8;8.5;E:U/RL:O/RC:C;AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H;;2026-06-30T12:05:06.446Z;2026-06-30T13:02:16.358Z;null;2026-05-26T14:40:12.745Z;2026-06-30T13:02:16.358Z;template-0c2425dc-4d01-692b-fb2d-013b4b25d2f8d993645e49014dcc;a1cca8b4-636d-41e7-8f71-d840bd0f434c;2026-06-30T13:03:01.747Z;2026-06-30T12:29:07Z;;true;Critical;4;4;NONE;14;local;1.1;;2026-05-22T00:00:00Z;2026-05-22T00:00:00Z;false;false;false;false;false;false;false;false;false;false;true;false;false;
316487;CVE-2026-4424;10.0;Critical;sensor_eng_video_01;TCP;0;Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS : libarchive vulnerabilities (USN-8292-1);The remote Ubuntu host is missing one or more security updates.;"The remote Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-8292-1 advisory.

    It was discovered that libarchive incorrectly handled certain RAR archives. An attacker could possibly use     this issue to cause an out-of-bounds read via a crafted RAR archive, leading to sensitive memory     disclosure. (CVE-2026-4424)

    It was discovered that libarchive incorrectly handled certain ISO files. An attacker could possibly use     this issue to cause incorrect memory allocation via a crafted ISO file, leading to a denial of service.
    (CVE-2026-4426)

    It was discovered that libarchive incorrectly handled block pointer allocation in zisofs on 32-bit     systems. An attacker could possibly use this issue to cause a heap buffer overflow via a crafted ISO9660     image, possibly leading to arbitrary code execution. (CVE-2026-5121)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";Update the affected packages.;https://ubuntu.com/security/notices/USN-8292-1;"
  - Installed package : libarchive13t64_3.7.2-2ubuntu0.6
  - Fixed package     : libarchive13t64_3.7.2-2ubuntu0.7

";e32bda0a-52a4-4513-98ed-b48eaedaf13c;Active;172.16.6.113;sensor_eng_video_01;;;52:54:00:54:A4:62;Ubuntu Local Security Checks;10.0;7.4;E:U/RL:OF/RC:C;AV:N/AC:L/Au:N/C:C/I:C/A:C;9.8;8.5;E:U/RL:O/RC:C;AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H;;2026-06-30T12:05:06.446Z;2026-06-30T13:02:16.358Z;null;2026-05-26T14:40:12.745Z;2026-06-30T13:02:16.358Z;template-0c2425dc-4d01-692b-fb2d-013b4b25d2f8d993645e49014dcc;a1cca8b4-636d-41e7-8f71-d840bd0f434c;2026-06-30T13:03:01.747Z;2026-06-30T12:29:07Z;;true;Critical;4;4;NONE;14;local;1.1;;2026-05-22T00:00:00Z;2026-05-22T00:00:00Z;false;false;false;false;false;false;false;false;false;false;true;false;false;
316487;CVE-2026-4426;10.0;Critical;sensor_eng_video_01;TCP;0;Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS : libarchive vulnerabilities (USN-8292-1);The remote Ubuntu host is missing one or more security updates.;"The remote Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-8292-1 advisory.

    It was discovered that libarchive incorrectly handled certain RAR archives. An attacker could possibly use     this issue to cause an out-of-bounds read via a crafted RAR archive, leading to sensitive memory     disclosure. (CVE-2026-4424)

    It was discovered that libarchive incorrectly handled certain ISO files. An attacker could possibly use     this issue to cause incorrect memory allocation via a crafted ISO file, leading to a denial of service.
    (CVE-2026-4426)

    It was discovered that libarchive incorrectly handled block pointer allocation in zisofs on 32-bit     systems. An attacker could possibly use this issue to cause a heap buffer overflow via a crafted ISO9660     image, possibly leading to arbitrary code execution. (CVE-2026-5121)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";Update the affected packages.;https://ubuntu.com/security/notices/USN-8292-1;"
  - Installed package : libarchive13t64_3.7.2-2ubuntu0.6
  - Fixed package     : libarchive13t64_3.7.2-2ubuntu0.7

";e32bda0a-52a4-4513-98ed-b48eaedaf13c;Active;172.16.6.113;sensor_eng_video_01;;;52:54:00:54:A4:62;Ubuntu Local Security Checks;10.0;7.4;E:U/RL:OF/RC:C;AV:N/AC:L/Au:N/C:C/I:C/A:C;9.8;8.5;E:U/RL:O/RC:C;AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H;;2026-06-30T12:05:06.446Z;2026-06-30T13:02:16.358Z;null;2026-05-26T14:40:12.745Z;2026-06-30T13:02:16.358Z;template-0c2425dc-4d01-692b-fb2d-013b4b25d2f8d993645e49014dcc;a1cca8b4-636d-41e7-8f71-d840bd0f434c;2026-06-30T13:03:01.747Z;2026-06-30T12:29:07Z;;true;Critical;4;4;NONE;14;local;1.1;;2026-05-22T00:00:00Z;2026-05-22T00:00:00Z;false;false;false;false;false;false;false;false;false;false;true;false;false;
316487;CVE-2026-5121;10.0;Critical;sensor_eng_video_02;TCP;0;Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS : libarchive vulnerabilities (USN-8292-1);The remote Ubuntu host is missing one or more security updates.;"The remote Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-8292-1 advisory.

    It was discovered that libarchive incorrectly handled certain RAR archives. An attacker could possibly use     this issue to cause an out-of-bounds read via a crafted RAR archive, leading to sensitive memory     disclosure. (CVE-2026-4424)

    It was discovered that libarchive incorrectly handled certain ISO files. An attacker could possibly use     this issue to cause incorrect memory allocation via a crafted ISO file, leading to a denial of service.
    (CVE-2026-4426)

    It was discovered that libarchive incorrectly handled block pointer allocation in zisofs on 32-bit     systems. An attacker could possibly use this issue to cause a heap buffer overflow via a crafted ISO9660     image, possibly leading to arbitrary code execution. (CVE-2026-5121)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";Update the affected packages.;https://ubuntu.com/security/notices/USN-8292-1;"
  - Installed package : libarchive13t64_3.7.2-2ubuntu0.6
  - Fixed package     : libarchive13t64_3.7.2-2ubuntu0.7

";d63d171d-8364-4b69-95dd-b334ddd8428c;Active;172.16.6.114;sensor_eng_video_02;;;52:54:00:07:8B:F4;Ubuntu Local Security Checks;10.0;7.4;E:U/RL:OF/RC:C;AV:N/AC:L/Au:N/C:C/I:C/A:C;9.8;8.5;E:U/RL:O/RC:C;AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H;;2026-06-30T12:05:06.446Z;2026-06-30T12:40:21.788Z;null;2026-05-26T15:08:07.657Z;2026-06-30T12:40:21.788Z;template-0c2425dc-4d01-692b-fb2d-013b4b25d2f8d993645e49014dcc;a1cca8b4-636d-41e7-8f71-d840bd0f434c;2026-06-30T12:47:27.613Z;2026-06-30T12:07:12Z;;true;Critical;4;4;NONE;14;local;1.1;;2026-05-22T00:00:00Z;2026-05-22T00:00:00Z;false;false;false;false;false;false;false;false;false;false;true;false;false;
316487;CVE-2026-4424;10.0;Critical;sensor_eng_video_02;TCP;0;Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS : libarchive vulnerabilities (USN-8292-1);The remote Ubuntu host is missing one or more security updates.;"The remote Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-8292-1 advisory.

    It was discovered that libarchive incorrectly handled certain RAR archives. An attacker could possibly use     this issue to cause an out-of-bounds read via a crafted RAR archive, leading to sensitive memory     disclosure. (CVE-2026-4424)

    It was discovered that libarchive incorrectly handled certain ISO files. An attacker could possibly use     this issue to cause incorrect memory allocation via a crafted ISO file, leading to a denial of service.
    (CVE-2026-4426)

    It was discovered that libarchive incorrectly handled block pointer allocation in zisofs on 32-bit     systems. An attacker could possibly use this issue to cause a heap buffer overflow via a crafted ISO9660     image, possibly leading to arbitrary code execution. (CVE-2026-5121)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";Update the affected packages.;https://ubuntu.com/security/notices/USN-8292-1;"
  - Installed package : libarchive13t64_3.7.2-2ubuntu0.6
  - Fixed package     : libarchive13t64_3.7.2-2ubuntu0.7

";d63d171d-8364-4b69-95dd-b334ddd8428c;Active;172.16.6.114;sensor_eng_video_02;;;52:54:00:07:8B:F4;Ubuntu Local Security Checks;10.0;7.4;E:U/RL:OF/RC:C;AV:N/AC:L/Au:N/C:C/I:C/A:C;9.8;8.5;E:U/RL:O/RC:C;AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H;;2026-06-30T12:05:06.446Z;2026-06-30T12:40:21.788Z;null;2026-05-26T15:08:07.657Z;2026-06-30T12:40:21.788Z;template-0c2425dc-4d01-692b-fb2d-013b4b25d2f8d993645e49014dcc;a1cca8b4-636d-41e7-8f71-d840bd0f434c;2026-06-30T12:47:27.613Z;2026-06-30T12:07:12Z;;true;Critical;4;4;NONE;14;local;1.1;;2026-05-22T00:00:00Z;2026-05-22T00:00:00Z;false;false;false;false;false;false;false;false;false;false;true;false;false;
316487;CVE-2026-4426;10.0;Critical;sensor_eng_video_02;TCP;0;Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS : libarchive vulnerabilities (USN-8292-1);The remote Ubuntu host is missing one or more security updates.;"The remote Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-8292-1 advisory.

    It was discovered that libarchive incorrectly handled certain RAR archives. An attacker could possibly use     this issue to cause an out-of-bounds read via a crafted RAR archive, leading to sensitive memory     disclosure. (CVE-2026-4424)

    It was discovered that libarchive incorrectly handled certain ISO files. An attacker could possibly use     this issue to cause incorrect memory allocation via a crafted ISO file, leading to a denial of service.
    (CVE-2026-4426)

    It was discovered that libarchive incorrectly handled block pointer allocation in zisofs on 32-bit     systems. An attacker could possibly use this issue to cause a heap buffer overflow via a crafted ISO9660     image, possibly leading to arbitrary code execution. (CVE-2026-5121)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";Update the affected packages.;https://ubuntu.com/security/notices/USN-8292-1;"
  - Installed package : libarchive13t64_3.7.2-2ubuntu0.6
  - Fixed package     : libarchive13t64_3.7.2-2ubuntu0.7

";d63d171d-8364-4b69-95dd-b334ddd8428c;Active;172.16.6.114;sensor_eng_video_02;;;52:54:00:07:8B:F4;Ubuntu Local Security Checks;10.0;7.4;E:U/RL:OF/RC:C;AV:N/AC:L/Au:N/C:C/I:C/A:C;9.8;8.5;E:U/RL:O/RC:C;AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H;;2026-06-30T12:05:06.446Z;2026-06-30T12:40:21.788Z;null;2026-05-26T15:08:07.657Z;2026-06-30T12:40:21.788Z;template-0c2425dc-4d01-692b-fb2d-013b4b25d2f8d993645e49014dcc;a1cca8b4-636d-41e7-8f71-d840bd0f434c;2026-06-30T12:47:27.613Z;2026-06-30T12:07:12Z;;true;Critical;4;4;NONE;14;local;1.1;;2026-05-22T00:00:00Z;2026-05-22T00:00:00Z;false;false;false;false;false;false;false;false;false;false;true;false;false;
316487;CVE-2026-5121;10.0;Critical;sensor_eng_video_03;TCP;0;Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS : libarchive vulnerabilities (USN-8292-1);The remote Ubuntu host is missing one or more security updates.;"The remote Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-8292-1 advisory.

    It was discovered that libarchive incorrectly handled certain RAR archives. An attacker could possibly use     this issue to cause an out-of-bounds read via a crafted RAR archive, leading to sensitive memory     disclosure. (CVE-2026-4424)

    It was discovered that libarchive incorrectly handled certain ISO files. An attacker could possibly use     this issue to cause incorrect memory allocation via a crafted ISO file, leading to a denial of service.
    (CVE-2026-4426)

    It was discovered that libarchive incorrectly handled block pointer allocation in zisofs on 32-bit     systems. An attacker could possibly use this issue to cause a heap buffer overflow via a crafted ISO9660     image, possibly leading to arbitrary code execution. (CVE-2026-5121)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";Update the affected packages.;https://ubuntu.com/security/notices/USN-8292-1;"
  - Installed package : libarchive13_3.6.0-1ubuntu1.6
  - Fixed package     : libarchive13_3.6.0-1ubuntu1.7

";314024ef-106c-4357-b7ec-1952225a9706;Active;172.16.6.27;sensor_eng_video_03;;;"00:0C:29:04:D1:4E
00:0C:29:04:D1:58";Ubuntu Local Security Checks;10.0;7.4;E:U/RL:OF/RC:C;AV:N/AC:L/Au:N/C:C/I:C/A:C;9.8;8.5;E:U/RL:O/RC:C;AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H;;2026-06-30T12:05:06.446Z;2026-06-30T12:51:04.748Z;null;2026-05-26T14:43:00.752Z;2026-06-30T12:51:04.748Z;template-0c2425dc-4d01-692b-fb2d-013b4b25d2f8d993645e49014dcc;a1cca8b4-636d-41e7-8f71-d840bd0f434c;2026-06-30T12:55:20.694Z;2026-06-30T12:18:03Z;;true;Critical;4;4;NONE;14;local;1.1;;2026-05-22T00:00:00Z;2026-05-22T00:00:00Z;false;false;false;false;false;false;false;false;false;false;true;false;false;
316487;CVE-2026-4424;10.0;Critical;sensor_eng_video_03;TCP;0;Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS : libarchive vulnerabilities (USN-8292-1);The remote Ubuntu host is missing one or more security updates.;"The remote Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-8292-1 advisory.

    It was discovered that libarchive incorrectly handled certain RAR archives. An attacker could possibly use     this issue to cause an out-of-bounds read via a crafted RAR archive, leading to sensitive memory     disclosure. (CVE-2026-4424)

    It was discovered that libarchive incorrectly handled certain ISO files. An attacker could possibly use     this issue to cause incorrect memory allocation via a crafted ISO file, leading to a denial of service.
    (CVE-2026-4426)

    It was discovered that libarchive incorrectly handled block pointer allocation in zisofs on 32-bit     systems. An attacker could possibly use this issue to cause a heap buffer overflow via a crafted ISO9660     image, possibly leading to arbitrary code execution. (CVE-2026-5121)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";Update the affected packages.;https://ubuntu.com/security/notices/USN-8292-1;"
  - Installed package : libarchive13_3.6.0-1ubuntu1.6
  - Fixed package     : libarchive13_3.6.0-1ubuntu1.7

";314024ef-106c-4357-b7ec-1952225a9706;Active;172.16.6.27;sensor_eng_video_03;;;"00:0C:29:04:D1:4E
00:0C:29:04:D1:58";Ubuntu Local Security Checks;10.0;7.4;E:U/RL:OF/RC:C;AV:N/AC:L/Au:N/C:C/I:C/A:C;9.8;8.5;E:U/RL:O/RC:C;AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H;;2026-06-30T12:05:06.446Z;2026-06-30T12:51:04.748Z;null;2026-05-26T14:43:00.752Z;2026-06-30T12:51:04.748Z;template-0c2425dc-4d01-692b-fb2d-013b4b25d2f8d993645e49014dcc;a1cca8b4-636d-41e7-8f71-d840bd0f434c;2026-06-30T12:55:20.694Z;2026-06-30T12:18:03Z;;true;Critical;4;4;NONE;14;local;1.1;;2026-05-22T00:00:00Z;2026-05-22T00:00:00Z;false;false;false;false;false;false;false;false;false;false;true;false;false;
316487;CVE-2026-4426;10.0;Critical;sensor_eng_video_03;TCP;0;Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS : libarchive vulnerabilities (USN-8292-1);The remote Ubuntu host is missing one or more security updates.;"The remote Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 24.04 LTS / 25.10 / 26.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-8292-1 advisory.

    It was discovered that libarchive incorrectly handled certain RAR archives. An attacker could possibly use     this issue to cause an out-of-bounds read via a crafted RAR archive, leading to sensitive memory     disclosure. (CVE-2026-4424)

    It was discovered that libarchive incorrectly handled certain ISO files. An attacker could possibly use     this issue to cause incorrect memory allocation via a crafted ISO file, leading to a denial of service.
    (CVE-2026-4426)

    It was discovered that libarchive incorrectly handled block pointer allocation in zisofs on 32-bit     systems. An attacker could possibly use this issue to cause a heap buffer overflow via a crafted ISO9660     image, possibly leading to arbitrary code execution. (CVE-2026-5121)

Tenable has extracted the preceding description block directly from the Ubuntu security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";Update the affected packages.;https://ubuntu.com/security/notices/USN-8292-1;"
  - Installed package : libarchive13_3.6.0-1ubuntu1.6
  - Fixed package     : libarchive13_3.6.0-1ubuntu1.7

";314024ef-106c-4357-b7ec-1952225a9706;Active;172.16.6.27;sensor_eng_video_03;;;"00:0C:29:04:D1:4E
00:0C:29:04:D1:58";Ubuntu Local Security Checks;10.0;7.4;E:U/RL:OF/RC:C;AV:N/AC:L/Au:N/C:C/I:C/A:C;9.8;8.5;E:U/RL:O/RC:C;AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H;;2026-06-30T12:05:06.446Z;2026-06-30T12:51:04.748Z;null;2026-05-26T14:43:00.752Z;2026-06-30T12:51:04.748Z;template-0c2425dc-4d01-692b-fb2d-013b4b25d2f8d993645e49014dcc;a1cca8b4-636d-41e7-8f71-d840bd0f434c;2026-06-30T12:55:20.694Z;2026-06-30T12:18:03Z;;true;Critical;4;4;NONE;14;local;1.1;;2026-05-22T00:00:00Z;2026-05-22T00:00:00Z;false;false;false;false;false;false;false;false;false;false;true;false;false;
